aus_portret,aut_portret,bel_portret,bra_portret,che_portret,chl_portret,chn_portret,col_portret,deu_portret,dnk_portret,egy_portret,esp_portret,fin_portret,fra_portret,gbr_portret,grc_portret,hkg_portret,hun_portret,idn_portret,ind_portret,irl_portret,ita_portret,jpn_portret,kor_portret,mex_portret,mys_portret,nld_portret,nor_portret,nzl_portret,phl_portret,pol_portret,prt_portret,sgp_portret,swe_portret,tha_portret,tur_portret,twn_portret,zaf_portret,aus_portretx,aut_portretx,bel_portretx,bra_portretx,che_portretx,chl_portretx,chn_portretx,col_portretx,deu_portretx,dnk_portretx,egy_portretx,esp_portretx,fin_portretx,fra_portretx,gbr_portretx,grc_portretx,hkg_portretx,hun_portretx,idn_portretx,ind_portretx,irl_portretx,ita_portretx,jpn_portretx,kor_portretx,mex_portretx,mys_portretx,nld_portretx,nor_portretx,nzl_portretx,phl_portretx,pol_portretx,prt_portretx,sgp_portretx,swe_portretx,tha_portretx,tur_portretx,twn_portretx,zaf_portretx
1.0,0.4325024254947493,0.40957642036311315,0.3687265280140582,0.45070547801855254,0.2956480189466573,0.27686782548951977,0.3081600784962394,0.4395758791580498,0.3345633267802775,NaN,0.4315689023114957,0.4273254738449025,0.4518597747043549,0.4930152665704911,0.4481340563092367,0.4327852526509756,0.35508586589419444,0.3405623436134061,0.44000294875255586,0.4155145404149154,0.39053803173546703,0.5308970704069377,0.5702935121341962,0.29685647687713373,0.4228847415300757,0.382177715150399,0.4264764651899862,0.4562223535028576,0.4119163254180981,0.3775160285332061,0.39882126631818693,0.5333799353317692,0.43819646772958754,0.40152529441421536,0.18678270647739725,0.5018480799671063,0.4616724418116301,0.9988835869102447,0.4316830663597859,0.41034037183271094,0.3705160510114217,0.45097071898449503,0.29901968266039,0.27671711953346584,0.3014419781398274,0.44043342019011755,0.3352588019563788,NaN,0.43037763868710305,0.42414943810305417,0.4517646273512332,0.4903835589276293,0.44576259474225166,0.43097237579856923,0.35387173496187924,0.3411055976087069,0.44041175143165956,0.41624940414701145,0.3912951162547352,0.5235677504223535,0.5675711193387566,0.29622439604575374,0.4214956770135191,0.38200231050275146,0.42395557705824166,0.45846823642036716,0.41265877600730616,0.3774288684391269,0.3985870025419868,0.5316146235539989,0.43674758015271575,0.402027359228178,0.1857110924553768,0.5005340984478935,0.4631084760354582
0.4325024254947493,1.0,0.8077667817354757,0.4580353794487948,0.6808529667641698,0.4260007641852292,0.19711064840324172,0.46377370293170067,0.8298928945439408,0.4272152845842241,NaN,0.7999028081453942,0.7968552923845563,0.8053390537497885,0.7778621474672237,0.65126376697446,0.3763890312648553,0.6311689929648449,0.29411563702044297,0.45966685874756635,0.7622673655404989,0.8095346446045603,0.3518914223551729,0.3879635800225045,0.4136583129231161,0.3712954496739447,0.6704955618546585,0.6351628016287448,0.28241023213639116,0.2310733317178726,0.6460562213200609,0.6380456934882129,0.444435960893479,0.7245556550701798,0.43655068928642105,0.31759631730045146,0.3347323128094017,0.5825043654184037,0.43312771887320034,0.9975608920782613,0.8068575623907284,0.4562909445965731,0.680193534821049,0.423361798847922,0.1973210915222082,0.4562792537603242,0.8297113783231519,0.4271677493218242,NaN,0.798283234410523,0.7958493845130213,0.8039072387630575,0.7778110395426592,0.6503073052068679,0.37398001360593697,0.6293894418474125,0.29453193776049835,0.45917569497476524,0.7638834833465417,0.8057743566975432,0.35072143002480616,0.3871848415909536,0.41230083658869726,0.3693740593701321,0.6699441390156017,0.6330839350544252,0.2874086048413921,0.23100210087643497,0.6442017819344587,0.6393377151951106,0.44030351959614855,0.7246472702900825,0.43640441394113794,0.31695664987272276,0.3343901506892191,0.5836472634475007
0.40957642036311315,0.8077667817354757,1.0,0.42468880663300695,0.7486980667450389,0.3945759945314115,0.17654761443695693,0.4155503853185872,0.8214063147222631,0.44862343615597267,NaN,0.8082012647731891,0.7739941482026432,0.8273784735228937,0.8101417773533895,0.6360905093554617,0.337463227053858,0.5421467224642533,0.27303754806792346,0.4443193494343853,0.7436904541655994,0.8094799070660972,0.3174388132652131,0.33313520880633507,0.41897970962700826,0.3351908702103656,0.6734901046590944,0.5748555530444603,0.27844647876408835,0.22702566123928083,0.6029960031075793,0.615364110286069,0.4455583626053738,0.7430273313764821,0.42474896847113636,0.31716325027066206,0.3059096872984512,0.5502044749528195,0.40940975156185994,0.8062136309560897,0.9982870301855041,0.4226388467169814,0.7475909050827575,0.3933555201095496,0.1768528312519943,0.4101058190216319,0.8213170435426456,0.4478095377041829,NaN,0.8067089663078864,0.7719728183056075,0.8273486790058211,0.8097754962011533,0.6352257309640098,0.3361469667484086,0.5407361702094012,0.2749703843799765,0.44397354551884044,0.7449526784414621,0.8061746570061239,0.3170711654161156,0.33238666418781104,0.41835501217103144,0.3332700823119277,0.6731098357599956,0.5715181076519289,0.2819213018563967,0.22582753350120097,0.601499461661016,0.6166941274788469,0.44158684457509995,0.7417954691771421,0.4242841814561784,0.31715499631088884,0.3048411084204224,0.5502745793167966
0.3687265280140582,0.4580353794487948,0.42468880663300695,1.0,0.38376558064239946,0.4176987674408925,0.17042824131548906,0.48086043996164657,0.4341306918271727,0.21951974117230022,NaN,0.45392103216447666,0.41350389202219967,0.44594108472056093,0.4580520206873335,0.4104767092155058,0.24141804144225368,0.3379371000169674,0.23870926499820394,0.314246734226378,0.4002348418910702,0.4413439920581106,0.17753343318384104,0.21713955013669275,0.49056606882949677,0.2283358478135428,0.35492743046923386,0.4170676926457894,0.20412994721088626,0.22918942453150534,0.3916146648596949,0.3894894241266677,0.29493217458634946,0.3972108668594762,0.30896719351107543,0.19833088986522276,0.16105813160413748,0.4171021019530897,0.3687056089627856,0.45990941315726946,0.42325758929555485,0.9975591926419146,0.3840940939372022,0.4173987146769971,0.1703639246916068,0.4765434690695507,0.4339608381388498,0.2191192567743583,NaN,0.4523217868641509,0.4130965598515295,0.4458034615654644,0.457527117704142,0.40968534453111,0.24144197744896514,0.3356102176210625,0.23801273656799588,0.31444953665131253,0.40320439578073597,0.43755897968267526,0.17570415265333852,0.2161736175491483,0.4906548053977536,0.22773761869198164,0.35439480032308424,0.4153254521345451,0.208024991159091,0.22908933149183322,0.3908732814255149,0.3914434316644987,0.29270205713992425,0.39764479890441057,0.3088784043612772,0.19782236174736148,0.16087949923362677,0.41769848179075364
0.45070547801855254,0.6808529667641698,0.7486980667450389,0.38376558064239946,1.0,0.3524618477153511,0.19326445128203099,0.327921895382951,0.8380184702078348,0.6192295903630339,NaN,0.7245211907262359,0.7819126762057588,0.8320146593863632,0.8015398291780214,0.6005755362654351,0.31714990379046865,0.4825697802277145,0.23469971158493902,0.42483249470881734,0.7140112870064186,0.7746077747270597,0.38995887664203605,0.358572964814623,0.4057673731607646,0.332965124049625,0.7662608522344814,0.5575033572102457,0.3140704234653744,0.1843085633958357,0.6218546242429492,0.6046679049675726,0.42124492042283745,0.836727843989678,0.3736244281789747,0.2978737376610494,0.3426140305274369,0.5564210396021724,0.4511695244122651,0.6793176458757038,0.7475092515159397,0.3826434060759106,0.9984608830206829,0.3526817485750802,0.19305040899007578,0.32240278642385645,0.8373131575627222,0.6187228337970959,NaN,0.7241341924220401,0.7808024523237166,0.8313471832924089,0.8002271444185981,0.6005814197283429,0.31724859071772527,0.48197869868259907,0.2351441354885221,0.4242341131683902,0.71405688762107,0.7726967491364267,0.38715277216208555,0.35739499177440487,0.4049513851685514,0.32974218059178567,0.7655978004314861,0.5517069569415253,0.3157389331232156,0.18273329804158758,0.6199051855422222,0.6037186029193231,0.41883886383687335,0.8352631394608647,0.3735718827340346,0.29766961540166903,0.3409050971981793,0.5555957602130961
0.2956480189466573,0.4260007641852292,0.3945759945314115,0.4176987674408925,0.3524618477153511,1.0,0.16992219304597345,0.4027839603242203,0.38910347409323187,0.21409459601787978,NaN,0.3912461610168757,0.4159772896491301,0.3851023601353105,0.41071867068574897,0.3705454228466239,0.28402153448488293,0.321878883131916,0.2922090092453054,0.2921283006521739,0.37860230790557536,0.3435846427452943,0.19457720391587047,0.26778312592051046,0.35839196104999765,0.29729471389195483,0.3312988019057385,0.3664621918506105,0.17190034462496154,0.2354073743031176,0.35028403835343735,0.3297148892017421,0.29145920534371256,0.38197929157694205,0.3051026375348742,0.20199538512605808,0.22471870283355563,0.3873009499146464,0.29577332525413763,0.4255997604314334,0.3953229661305459,0.41574691819714693,0.3500663544015637,0.9961919523897156,0.1705730012395829,0.40166988765056477,0.3884462513911054,0.2119076016606236,NaN,0.38995792621095204,0.41307734750351194,0.38419085464887465,0.40980562798442344,0.3718208924837435,0.2845815649804143,0.3199723488486079,0.2906475751350999,0.29199102945509164,0.37913280881208866,0.3352049767696058,0.19362047172294383,0.2668561785508575,0.35747768157758897,0.29633560339096343,0.33063501689708624,0.3657085897178255,0.1746618412706233,0.23495382347182628,0.348076768155674,0.3315109005261339,0.2911645758029355,0.38444342803372744,0.30340338358669233,0.20251822076277612,0.22313665630334978,0.3869652316666148
0.27686782548951977,0.19711064840324172,0.17654761443695693,0.17042824131548906,0.19326445128203099,0.16992219304597345,1.0,0.14530435211374984,0.2062181743331466,0.11124207593868872,NaN,0.14638111746688165,0.244220209521121,0.2055081328968555,0.19909263128277924,0.19659593669302025,0.5381237446558065,0.1528162248710169,0.1529992958713656,0.2325284007247588,0.1551557639519597,0.1379904647480879,0.24672563115254176,0.3480902309822653,0.1708803816446969,0.296205925076882,0.2449121392588241,0.1922887322705885,0.20565872069735894,0.15861353191920965,0.17715613539641523,0.15181511365306508,0.3447373957304166,0.22557412180096717,0.26689669070022926,0.06293583085175684,0.31679676002281865,0.2982085783200235,0.277807688625141,0.1947412064899937,0.173684162926469,0.17271068928708974,0.1962370545184117,0.17221236763955586,0.9998613555383258,0.14518234802586769,0.20563505873528784,0.11097285268848517,NaN,0.14436298583752438,0.2441442430724881,0.20563080720125548,0.19715827509773767,0.19484811243237413,0.5371812049200532,0.15361536084762092,0.15403488619766692,0.23194828812267196,0.15464685995404714,0.1370568915127235,0.24353948370546122,0.34933639372330727,0.17168097961443773,0.2956846412632757,0.24473084092419609,0.19268903803899234,0.20880831963611077,0.1597916704295372,0.17780300077612948,0.1524005783522423,0.3457263800905921,0.22236763040327853,0.2672867062092355,0.06301611067931195,0.3157520238984302,0.29983466092135247
0.3081600784962394,0.46377370293170067,0.4155503853185872,0.48086043996164657,0.327921895382951,0.4027839603242203,0.14530435211374984,1.0,0.3851793082721606,0.19873989056899447,NaN,0.4145370597573566,0.4076797369736221,0.40019308860180186,0.45740935484450823,0.34882235132722,0.23707191160877156,0.3018777717999262,0.2827051773206199,0.3019300191704904,0.3637564215481626,0.40286143154178294,0.19948701786847817,0.23213454566706673,0.3783830976379656,0.2583798112404081,0.3082008862120704,0.4439333859275949,0.19390888247198299,0.27247504702211806,0.3347929776067554,0.3876990365952372,0.2834072964607439,0.33399439655733454,0.2957752028308538,0.17076821574444867,0.17542324566872364,0.3890245240351089,0.3064385981777567,0.4642351035611814,0.41576169341547575,0.4791152304232288,0.32844673563171817,0.40163135635697295,0.14595954309751008,0.985509953743322,0.3851458658355442,0.19897593982697034,NaN,0.4142744310411631,0.40630892852219497,0.400456203991864,0.4554856980738515,0.34743767307988005,0.2376228380828468,0.29975153948036604,0.28193370504538445,0.30228637518894746,0.36470729545777264,0.40098668722233244,0.19906301123238596,0.23060649995525237,0.37746267522258964,0.2589769133157922,0.3078856756635027,0.4446234068065095,0.19747529015533086,0.272528442291166,0.33471369484205205,0.39031491377640304,0.282777368094652,0.334433965984855,0.2961646001318523,0.16930022638068376,0.17645641427225608,0.39034621338841713
0.4395758791580498,0.8298928945439408,0.8214063147222631,0.4341306918271727,0.8380184702078348,0.38910347409323187,0.2062181743331466,0.3851793082721606,1.0,0.5446137528531059,NaN,0.8276905278730509,0.8511793589449442,0.911507354859335,0.8396746796902931,0.6318677305079957,0.34606714118218207,0.5778489492823019,0.2496064767762158,0.44252718043196443,0.8123234675158427,0.8705280954248489,0.36869577038575047,0.3949471813640015,0.4379418691423746,0.35480426688889727,0.8390850716442919,0.5960646226603002,0.2799908146018095,0.2085742461138653,0.6742127666028228,0.6483451713962227,0.4548193521919152,0.8773941168198686,0.3931632166693688,0.3255043420600571,0.3433914896428547,0.6244685666234215,0.43976368444650615,0.82851875322342,0.8206651213463347,0.4323969353767243,0.8374123016237721,0.3884719382712783,0.20615657179341887,0.37928115236651766,0.9987280043809826,0.5445895671823373,NaN,0.826518407868903,0.8502471183850556,0.9103746595660952,0.8382823876664736,0.6305285545348316,0.3450718577076655,0.576341887510412,0.25005249643310634,0.4420230862131914,0.8132046866436237,0.8674517755693392,0.36690083672449414,0.39529873329155263,0.4364434201011557,0.3515344564698994,0.8384424255306883,0.5911234447306066,0.2838962074673425,0.20807599482327277,0.6720668572247194,0.6471539701865777,0.4515692247619379,0.8775071653788389,0.3921892187991751,0.32520065037070106,0.3433919825829603,0.6229250416718555
0.3345633267802775,0.4272152845842241,0.44862343615597267,0.21951974117230022,0.6192295903630339,0.2140945960178798,0.11124207593868872,0.19873989056899447,0.5446137528531059,1.0,NaN,0.4502249871253317,0.5127678466168567,0.5162715575482959,0.5086680639173746,0.3700750437164295,0.19916012488776066,0.30871436874213487,0.19153400564536097,0.3173154829179016,0.4406075339047205,0.48088618035737574,0.29540782648783764,0.28435675254359816,0.2145651058267675,0.24288093381188966,0.5449239923989109,0.4106912325280413,0.20738739457184918,0.14705010639825594,0.41526363357877655,0.43742633465601743,0.2652386852032801,0.5822550259307503,0.28220497613054796,0.2059645206408883,0.28670280858120506,0.3862798894815492,0.33405886849512806,0.426055235384794,0.4483792298989851,0.22281049728020283,0.6170533002219644,0.21122989259413738,0.11112449198347704,0.19050299373494872,0.5443299608985568,0.9992263992217646,NaN,0.45060711620751265,0.5123371444247649,0.5143087988027095,0.506239544606333,0.36962576196080527,0.19862837880147982,0.30594064981175445,0.19076361076158524,0.31736894810038435,0.4415945993108863,0.4800615144923019,0.2930103534391608,0.2839619771172648,0.2126893360678033,0.24163996227397821,0.5449103748045099,0.4090522518839318,0.20983751826924854,0.1458697679641647,0.41564973068272104,0.4336264859874548,0.2641151021591144,0.5812939906586759,0.28221517588509676,0.2063473748835344,0.28558455725201687,0.3855775511136161
